Name,Type,Value_0,Value_1,Value_2,Value_3,Value_4,Threshold,Value_5,Value_6,Value_7,Value_8,Value_9,Value_10,Value_11,Value_12,Value_13,Value_14,Value_15,Value_16,Value_17,Value_18,Value_19,Value_20,Value_21,Value_22,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_30,Value_31,Value_32,Value_33,Value_34,Value_35,Value_36,Value_37,Value_38,Value_39,Value_40,Value_41,Value_42,Value_43,Value_44,Value_45,Value_46,Value_47,Value_48,Value_49
List_760,sumList,49,6.0,45.0,50.0,82.0,553.0233401977198,44.0,89.0,1.0,44.0,77.0,80.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_761,stdList,75,20.0,41.0,28.0,34.0,18.72520172153899,66.0,6.0,27.0,89.0,29.0,8.0,86.0,78.0,65.0,59.0,41.0,5.0,58.0,89.0,16.0,15.0,39.0,77.0,28.0,81.0,15.0,37.0,13.0,49.0,45.0,27.0,49.0,97.0,64.0,86.0,58.0,7.0,26.0,37.0,43.0,70.0,93.0,39.0,54.0,55.0,78.0,37.0,82.0,,
List_762,sumList,92,18.0,68.0,56.0,73.0,62.321389200516535,24.0,55.0,2.0,17.0,82.0,88.0,38.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_763,sumList,37,,,,,-27.880261574025255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_764,stdList,92,,,,,-2.732695286315148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_765,stdList,10,60.0,13.0,91.0,62.0,-97.98458918898169,71.0,60.0,53.0,64.0,71.0,75.0,81.0,82.0,30.0,91.0,21.0,19.0,44.0,65.0,93.0,15.0,94.0,37.0,34.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
List_766,sumList,76,89.0,70.0,62.0,27.0,-14.434071879616507,84.0,55.0,82.0,64.0,40.0,8.0,22.0,91.0,68.0,37.0,82.0,79.0,46.0,87.0,35.0,14.0,89.0,87.0,74.0,39.0,21.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,
List_767,sumList,22,62.0,53.0,95.0,67.0,-783.7564759147666,22.0,41.0,77.0,4.0,23.0,29.0,55.0,100.0,39.0,10.0,94.0,23.0,36.0,33.0,34.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_768,stdList,47,85.0,27.0,23.0,82.0,58.53828596134129,74.0,31.0,12.0,38.0,96.0,22.0,89.0,23.0,75.0,18.0,4.0,56.0,59.0,44.0,38.0,22.0,30.0,55.0,31.0,88.0,8.0,88.0,31.0,3.0,45.0,89.0,99.0,31.0,4.0,35.0,35.0,13.0,19.0,82.0,,,,,,,,,,,
List_769,stdList,43,67.0,84.0,14.0,81.0,32.407589104801716,5.0,30.0,11.0,36.0,34.0,5.0,61.0,4.0,40.0,45.0,84.0,81.0,11.0,65.0,78.0,3.0,16.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_770,sumList,34,63.0,7.0,56.0,61.0,-38.237358192198435,62.0,50.0,23.0,59.0,52.0,73.0,43.0,85.0,21.0,5.0,73.0,81.0,26.0,1.0,86.0,87.0,37.0,18.0,6.0,3.0,17.0,100.0,34.0,1.0,50.0,4.0,82.0,65.0,20.0,,,,,,,,,,,,,,,,
List_771,sumList,25,28.0,86.0,44.0,43.0,20.564361837339522,84.0,35.0,58.0,55.0,96.0,93.0,68.0,20.0,82.0,94.0,92.0,49.0,100.0,2.0,67.0,35.0,55.0,95.0,50.0,73.0,16.0,99.0,68.0,37.0,22.0,49.0,61.0,85.0,41.0,30.0,13.0,44.0,43.0,87.0,45.0,80.0,26.0,23.0,87.0,38.0,,,,,
List_772,meanList,12,100.0,31.0,80.0,49.0,70.48534364410726,69.0,40.0,74.0,82.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_773,stdList,28,20.0,73.0,92.0,98.0,30.938081531667446,90.0,6.0,17.0,95.0,92.0,85.0,75.0,63.0,46.0,44.0,96.0,58.0,52.0,90.0,54.0,80.0,35.0,84.0,38.0,8.0,85.0,48.0,26.0,46.0,63.0,51.0,63.0,58.0,12.0,60.0,68.0,8.0,22.0,72.0,80.0,67.0,94.0,35.0,,,,,,,
List_774,meanList,53,33.0,9.0,30.0,45.0,-0.8144725739015327,82.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_775,meanList,16,43.0,31.0,16.0,83.0,-167.95924010699787,71.0,82.0,15.0,87.0,81.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_776,sumList,95,81.0,40.0,25.0,75.0,1295.65999770016,4.0,66.0,84.0,46.0,38.0,61.0,25.0,47.0,6.0,24.0,88.0,84.0,18.0,66.0,10.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_777,stdList,95,,,,,33.36555263428143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_778,stdList,27,27.0,6.0,52.0,66.0,1.3684417859636089,40.0,17.0,2.0,92.0,68.0,51.0,62.0,91.0,65.0,98.0,55.0,35.0,80.0,24.0,69.0,64.0,67.0,72.0,20.0,52.0,98.0,66.0,65.0,10.0,68.0,65.0,75.0,10.0,39.0,,,,,,,,,,,,,,,,
List_779,sumList,27,31.0,33.0,51.0,19.0,-15.954759091054076,34.0,40.0,97.0,17.0,63.0,82.0,20.0,88.0,62.0,43.0,91.0,38.0,61.0,7.0,24.0,94.0,22.0,7.0,77.0,39.0,34.0,75.0,31.0,98.0,30.0,,,,,,,,,,,,,,,,,,,,
List_780,stdList,96,94.0,86.0,20.0,37.0,-94.03667621970169,20.0,28.0,70.0,34.0,4.0,69.0,85.0,17.0,63.0,29.0,89.0,11.0,72.0,83.0,8.0,23.0,85.0,30.0,99.0,5.0,67.0,72.0,8.0,50.0,1.0,46.0,47.0,71.0,,,,,,,,,,,,,,,,,
List_781,meanList,61,54.0,75.0,23.0,29.0,85.81427013761844,52.0,95.0,85.0,89.0,74.0,15.0,33.0,44.0,31.0,64.0,42.0,13.0,57.0,85.0,43.0,49.0,37.0,58.0,45.0,95.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,
List_782,meanList,10,19.0,13.0,49.0,95.0,-17.748687076842007,92.0,84.0,37.0,66.0,74.0,64.0,29.0,57.0,4.0,36.0,39.0,59.0,75.0,21.0,9.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_783,meanList,88,91.0,42.0,44.0,12.0,-497.34992034835307,73.0,28.0,63.0,91.0,68.0,51.0,12.0,34.0,81.0,46.0,87.0,69.0,88.0,71.0,49.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_784,sumList,32,93.0,40.0,77.0,82.0,78.71438648124922,91.0,10.0,72.0,33.0,86.0,10.0,27.0,96.0,77.0,87.0,10.0,51.0,48.0,25.0,21.0,5.0,55.0,6.0,95.0,94.0,38.0,21.0,54.0,66.0,1.0,93.0,12.0,20.0,72.0,75.0,6.0,88.0,39.0,84.0,89.0,43.0,96.0,,,,,,,,
List_785,sumList,87,90.0,73.0,41.0,71.0,-48.013697891441446,84.0,24.0,43.0,40.0,9.0,4.0,92.0,31.0,24.0,18.0,57.0,37.0,77.0,71.0,25.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_786,meanList,88,8.0,67.0,66.0,36.0,-6.403493757698545,23.0,19.0,76.0,68.0,58.0,74.0,72.0,15.0,26.0,87.0,3.0,40.0,39.0,57.0,69.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_787,stdList,60,62.0,33.0,70.0,33.0,46.15238833082885,4.0,47.0,64.0,40.0,84.0,42.0,41.0,78.0,31.0,42.0,9.0,18.0,96.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_788,sumList,57,21.0,31.0,14.0,71.0,18.010632383487778,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_789,sumList,31,7.0,16.0,91.0,1.0,94.90149394875968,4.0,61.0,15.0,30.0,62.0,71.0,90.0,67.0,33.0,11.0,69.0,65.0,53.0,26.0,71.0,82.0,12.0,63.0,40.0,84.0,42.0,6.0,15.0,59.0,3.0,25.0,71.0,30.0,,,,,,,,,,,,,,,,,
List_790,stdList,5,25.0,13.0,96.0,67.0,9.923016257046724,72.0,84.0,65.0,70.0,4.0,65.0,16.0,27.0,89.0,22.0,73.0,22.0,18.0,28.0,12.0,95.0,96.0,93.0,76.0,73.0,74.0,70.0,42.0,48.0,14.0,99.0,27.0,84.0,74.0,44.0,55.0,87.0,16.0,77.0,59.0,7.0,58.0,24.0,24.0,84.0,47.0,45.0,28.0,12.0,41.0
List_791,sumList,20,33.0,24.0,50.0,26.0,151.96621355333687,1.0,48.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_792,stdList,93,74.0,85.0,9.0,13.0,405.1107138824637,51.0,13.0,84.0,74.0,95.0,35.0,67.0,31.0,23.0,56.0,46.0,62.0,73.0,28.0,71.0,47.0,60.0,14.0,98.0,25.0,64.0,68.0,37.0,31.0,81.0,83.0,21.0,26.0,75.0,75.0,80.0,62.0,100.0,87.0,4.0,17.0,73.0,1.0,5.0,,,,,,
List_793,stdList,45,10.0,65.0,51.0,22.0,38.14088104889232,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_794,meanList,17,6.0,18.0,49.0,40.0,-629.1790861320914,85.0,60.0,46.0,42.0,72.0,22.0,88.0,35.0,13.0,51.0,96.0,63.0,44.0,34.0,32.0,93.0,31.0,1.0,15.0,86.0,51.0,53.0,6.0,44.0,14.0,30.0,87.0,10.0,93.0,31.0,29.0,23.0,71.0,23.0,98.0,48.0,28.0,,,,,,,,
List_795,sumList,68,13.0,70.0,71.0,97.0,24.7349753684113,12.0,28.0,81.0,63.0,4.0,33.0,24.0,1.0,95.0,59.0,65.0,93.0,76.0,28.0,64.0,41.0,6.0,56.0,88.0,83.0,39.0,55.0,5.0,14.0,47.0,62.0,94.0,80.0,70.0,92.0,41.0,50.0,23.0,70.0,17.0,33.0,30.0,99.0,37.0,90.0,89.0,26.0,31.0,11.0,
List_796,stdList,1,23.0,96.0,54.0,18.0,46.091121869064466,7.0,34.0,54.0,71.0,63.0,64.0,23.0,81.0,10.0,98.0,4.0,36.0,29.0,33.0,5.0,81.0,34.0,29.0,52.0,87.0,57.0,53.0,74.0,30.0,17.0,78.0,82.0,89.0,8.0,48.0,57.0,11.0,99.0,64.0,20.0,39.0,15.0,75.0,44.0,53.0,10.0,55.0,6.0,10.0,85.0
List_797,meanList,16,67.0,9.0,84.0,56.0,772.584092249224,24.0,81.0,52.0,59.0,2.0,42.0,79.0,82.0,29.0,91.0,53.0,64.0,98.0,71.0,38.0,65.0,24.0,43.0,6.0,94.0,44.0,94.0,13.0,76.0,63.0,38.0,40.0,89.0,14.0,6.0,56.0,76.0,82.0,8.0,58.0,,,,,,,,,,
List_798,stdList,91,54.0,61.0,85.0,35.0,-734.373580428405,35.0,98.0,20.0,57.0,55.0,66.0,62.0,63.0,75.0,18.0,23.0,48.0,3.0,13.0,75.0,83.0,70.0,5.0,34.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
List_799,meanList,71,69.0,82.0,6.0,71.0,-894.4081635296699,89.0,99.0,66.0,30.0,42.0,82.0,58.0,63.0,40.0,78.0,36.0,29.0,77.0,64.0,86.0,87.0,57.0,29.0,95.0,66.0,17.0,16.0,1.0,38.0,23.0,7.0,94.0,17.0,95.0,74.0,97.0,83.0,70.0,,,,,,,,,,,,
List_800,meanList,94,54.0,46.0,41.0,54.0,28.96254843187238,4.0,67.0,36.0,18.0,86.0,70.0,45.0,54.0,80.0,86.0,84.0,50.0,10.0,67.0,1.0,15.0,99.0,38.0,31.0,47.0,70.0,97.0,,,,,,,,,,,,,,,,,,,,,,,
List_801,sumList,80,70.0,46.0,49.0,64.0,1385.0771988196643,100.0,40.0,4.0,2.0,76.0,84.0,89.0,87.0,43.0,83.0,58.0,69.0,37.0,41.0,73.0,98.0,13.0,94.0,40.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
List_802,meanList,52,16.0,81.0,,,73.3382155065274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_803,meanList,12,22.0,59.0,8.0,71.0,-285.71367718985925,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_804,stdList,39,70.0,21.0,98.0,81.0,295.6987271509289,17.0,16.0,46.0,13.0,47.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_805,meanList,4,88.0,81.0,33.0,,13.166238167948254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_806,meanList,69,36.0,12.0,18.0,81.0,7.248910329975677,50.0,11.0,39.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_807,meanList,99,63.0,77.0,21.0,16.0,1594.2941939631714,19.0,24.0,2.0,51.0,29.0,98.0,71.0,18.0,100.0,56.0,70.0,17.0,29.0,88.0,89.0,32.0,28.0,95.0,64.0,14.0,64.0,2.0,46.0,21.0,34.0,84.0,12.0,24.0,91.0,11.0,92.0,2.0,18.0,83.0,65.0,49.0,92.0,63.0,56.0,49.0,38.0,,,,
List_808,meanList,37,97.0,61.0,3.0,39.0,-33.24287873150228,79.0,92.0,80.0,93.0,98.0,14.0,14.0,8.0,99.0,10.0,63.0,66.0,61.0,82.0,42.0,91.0,93.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_809,meanList,80,52.0,63.0,10.0,80.0,30.320102855789514,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_810,stdList,10,15.0,68.0,41.0,87.0,2.3008530683947543,38.0,73.0,26.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_811,meanList,76,20.0,72.0,61.0,26.0,64.53252689497357,38.0,16.0,74.0,67.0,25.0,19.0,83.0,72.0,91.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_812,sumList,32,44.0,20.0,48.0,22.0,-39.48725355199484,7.0,82.0,2.0,7.0,65.0,99.0,3.0,14.0,26.0,1.0,20.0,93.0,82.0,28.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_813,stdList,67,22.0,98.0,46.0,13.0,94.04771260002111,50.0,16.0,37.0,97.0,51.0,75.0,56.0,31.0,88.0,68.0,49.0,18.0,3.0,17.0,42.0,85.0,42.0,72.0,44.0,65.0,61.0,55.0,47.0,23.0,12.0,83.0,94.0,20.0,97.0,22.0,29.0,18.0,6.0,74.0,,,,,,,,,,,
List_814,stdList,6,14.0,6.0,5.0,85.0,-46.52649027891298,11.0,54.0,6.0,87.0,19.0,12.0,5.0,21.0,34.0,93.0,80.0,37.0,48.0,74.0,83.0,76.0,18.0,65.0,52.0,41.0,44.0,72.0,81.0,74.0,25.0,20.0,31.0,38.0,,,,,,,,,,,,,,,,,
List_815,meanList,83,74.0,14.0,43.0,74.0,12.815201125074738,28.0,59.0,46.0,81.0,89.0,24.0,68.0,30.0,31.0,81.0,94.0,73.0,4.0,32.0,90.0,48.0,46.0,20.0,47.0,53.0,23.0,49.0,29.0,7.0,8.0,23.0,76.0,24.0,46.0,7.0,21.0,11.0,99.0,15.0,18.0,69.0,84.0,36.0,65.0,76.0,,,,,
List_816,stdList,9,23.0,59.0,82.0,64.0,3.8688914797930773,27.0,26.0,51.0,62.0,87.0,100.0,62.0,38.0,27.0,43.0,20.0,37.0,63.0,62.0,11.0,44.0,42.0,72.0,6.0,40.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
List_817,meanList,79,65.0,55.0,38.0,56.0,-260.7765427716948,27.0,16.0,49.0,38.0,41.0,19.0,63.0,88.0,10.0,8.0,38.0,83.0,88.0,73.0,15.0,59.0,87.0,32.0,92.0,66.0,44.0,66.0,69.0,75.0,9.0,61.0,75.0,42.0,52.0,,,,,,,,,,,,,,,,
List_818,stdList,93,1.0,86.0,41.0,74.0,67.25139664817993,50.0,98.0,62.0,99.0,34.0,16.0,90.0,97.0,21.0,9.0,10.0,36.0,26.0,4.0,39.0,3.0,99.0,23.0,25.0,66.0,64.0,2.0,13.0,52.0,,,,,,,,,,,,,,,,,,,,,
List_819,meanList,85,21.0,9.0,14.0,68.0,-3.370793657505934,63.0,83.0,87.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_820,sumList,3,89.0,43.0,85.0,31.0,20.305813114192723,57.0,7.0,13.0,97.0,41.0,93.0,14.0,33.0,18.0,45.0,35.0,81.0,67.0,97.0,7.0,70.0,60.0,4.0,49.0,41.0,87.0,33.0,69.0,17.0,91.0,18.0,88.0,30.0,31.0,46.0,79.0,11.0,93.0,93.0,74.0,99.0,6.0,49.0,,,,,,,
List_821,meanList,21,15.0,92.0,5.0,31.0,-20.1375418554848,78.0,10.0,56.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_822,meanList,44,43.0,63.0,31.0,6.0,-13.580828150662455,90.0,73.0,9.0,8.0,94.0,9.0,68.0,85.0,23.0,47.0,21.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_823,sumList,45,78.0,13.0,2.0,71.0,3410.8905975371513,23.0,97.0,98.0,88.0,93.0,90.0,59.0,18.0,44.0,99.0,39.0,25.0,22.0,61.0,91.0,72.0,19.0,76.0,18.0,80.0,89.0,15.0,72.0,11.0,77.0,1.0,94.0,82.0,73.0,51.0,85.0,61.0,81.0,74.0,33.0,50.0,77.0,33.0,31.0,54.0,46.0,54.0,35.0,37.0,
List_824,sumList,75,37.0,86.0,17.0,85.0,-24.746113963798436,74.0,89.0,73.0,46.0,26.0,11.0,45.0,80.0,59.0,31.0,29.0,12.0,18.0,44.0,82.0,6.0,59.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_825,sumList,100,41.0,9.0,10.0,70.0,12.364530144296417,55.0,45.0,12.0,26.0,63.0,20.0,33.0,16.0,100.0,2.0,91.0,28.0,86.0,90.0,88.0,22.0,60.0,44.0,24.0,59.0,92.0,16.0,36.0,49.0,88.0,53.0,81.0,4.0,42.0,75.0,90.0,56.0,58.0,70.0,82.0,75.0,99.0,19.0,,,,,,,
List_826,meanList,29,93.0,44.0,17.0,83.0,103.92186194851504,30.0,51.0,20.0,27.0,94.0,6.0,63.0,60.0,100.0,30.0,6.0,78.0,30.0,61.0,50.0,91.0,58.0,82.0,11.0,83.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,
List_827,meanList,86,64.0,42.0,85.0,92.0,66.55742579075952,20.0,61.0,87.0,14.0,78.0,2.0,91.0,61.0,17.0,1.0,76.0,57.0,54.0,4.0,76.0,30.0,55.0,72.0,53.0,70.0,63.0,45.0,,,,,,,,,,,,,,,,,,,,,,,
List_828,sumList,87,53.0,82.0,51.0,67.0,-35.10911780777886,57.0,70.0,41.0,2.0,19.0,4.0,53.0,72.0,93.0,5.0,38.0,78.0,66.0,72.0,67.0,91.0,85.0,46.0,19.0,21.0,88.0,90.0,28.0,14.0,46.0,92.0,15.0,14.0,30.0,7.0,85.0,62.0,96.0,66.0,59.0,10.0,4.0,1.0,17.0,,,,,,
List_829,sumList,35,60.0,30.0,,,92.26215869334538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_830,sumList,91,20.0,71.0,77.0,22.0,-1342.6650317331703,31.0,34.0,65.0,16.0,32.0,68.0,37.0,20.0,29.0,10.0,57.0,100.0,34.0,28.0,93.0,96.0,99.0,97.0,44.0,38.0,70.0,60.0,65.0,64.0,36.0,62.0,58.0,,,,,,,,,,,,,,,,,,
List_831,stdList,92,44.0,35.0,90.0,8.0,2507.9855555107433,81.0,18.0,3.0,13.0,8.0,91.0,8.0,81.0,40.0,13.0,12.0,24.0,15.0,19.0,60.0,31.0,56.0,49.0,80.0,33.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,
List_832,sumList,9,30.0,51.0,22.0,46.0,43.32538051995664,15.0,68.0,9.0,50.0,79.0,96.0,17.0,48.0,1.0,42.0,26.0,47.0,19.0,78.0,54.0,98.0,51.0,54.0,53.0,28.0,5.0,95.0,88.0,48.0,88.0,89.0,72.0,39.0,47.0,58.0,13.0,32.0,22.0,49.0,31.0,83.0,42.0,45.0,31.0,92.0,69.0,5.0,4.0,11.0,
List_833,sumList,25,43.0,80.0,56.0,26.0,885.5657362509221,30.0,30.0,50.0,98.0,60.0,61.0,23.0,32.0,61.0,84.0,70.0,24.0,48.0,51.0,15.0,61.0,58.0,40.0,37.0,57.0,43.0,82.0,36.0,100.0,33.0,9.0,20.0,92.0,59.0,21.0,12.0,,,,,,,,,,,,,,
List_834,stdList,55,80.0,11.0,100.0,23.0,-68.0166884585236,2.0,32.0,76.0,78.0,55.0,56.0,56.0,100.0,94.0,23.0,59.0,54.0,78.0,65.0,90.0,40.0,56.0,28.0,70.0,73.0,94.0,71.0,39.0,,,,,,,,,,,,,,,,,,,,,,
List_835,meanList,68,83.0,17.0,23.0,39.0,86.51047192986005,91.0,11.0,2.0,93.0,25.0,37.0,36.0,48.0,14.0,59.0,48.0,64.0,31.0,8.0,83.0,37.0,49.0,91.0,58.0,98.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
List_836,stdList,3,2.0,20.0,9.0,98.0,70.66401569468927,73.0,81.0,89.0,11.0,15.0,69.0,4.0,98.0,90.0,8.0,41.0,76.0,78.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_837,meanList,83,36.0,75.0,27.0,87.0,7.546714964102678,55.0,40.0,36.0,99.0,2.0,41.0,26.0,92.0,94.0,23.0,51.0,45.0,27.0,16.0,88.0,69.0,7.0,37.0,35.0,38.0,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,,
List_838,meanList,63,52.0,19.0,56.0,75.0,1752.343468098875,16.0,90.0,62.0,20.0,100.0,80.0,22.0,68.0,18.0,64.0,55.0,61.0,44.0,50.0,13.0,80.0,9.0,69.0,31.0,80.0,34.0,96.0,72.0,49.0,1.0,56.0,,,,,,,,,,,,,,,,,,,
List_839,sumList,82,77.0,86.0,41.0,12.0,1.2591986193280729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_840,sumList,27,80.0,63.0,96.0,1.0,2047.0871375406,6.0,29.0,46.0,90.0,96.0,56.0,66.0,38.0,6.0,39.0,77.0,21.0,85.0,84.0,75.0,28.0,40.0,49.0,48.0,6.0,28.0,49.0,63.0,,,,,,,,,,,,,,,,,,,,,,
List_841,stdList,26,69.0,17.0,9.0,42.0,-23.743944338495275,20.0,98.0,65.0,74.0,51.0,23.0,78.0,65.0,57.0,19.0,80.0,48.0,6.0,19.0,13.0,45.0,65.0,17.0,69.0,92.0,21.0,100.0,53.0,30.0,,,,,,,,,,,,,,,,,,,,,
List_842,sumList,55,51.0,32.0,72.0,62.0,32.656471791297875,76.0,13.0,18.0,90.0,80.0,69.0,5.0,68.0,67.0,80.0,45.0,13.0,61.0,73.0,14.0,14.0,30.0,47.0,61.0,47.0,81.0,5.0,38.0,25.0,5.0,43.0,15.0,3.0,29.0,76.0,28.0,85.0,45.0,12.0,,,,,,,,,,,
List_843,stdList,4,10.0,86.0,20.0,44.0,-90.7558098315219,81.0,83.0,84.0,18.0,48.0,36.0,80.0,32.0,30.0,36.0,44.0,8.0,89.0,90.0,28.0,66.0,13.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_844,meanList,67,36.0,29.0,20.0,10.0,-35.833620888575965,4.0,58.0,49.0,54.0,70.0,91.0,32.0,9.0,31.0,81.0,33.0,72.0,98.0,12.0,86.0,92.0,24.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_845,sumList,39,36.0,31.0,,,-6.23045425479821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_846,stdList,5,90.0,16.0,43.0,81.0,-10.223744161285412,93.0,13.0,3.0,32.0,68.0,14.0,93.0,25.0,48.0,24.0,28.0,100.0,41.0,2.0,68.0,85.0,72.0,98.0,95.0,60.0,24.0,66.0,22.0,32.0,44.0,38.0,92.0,98.0,,,,,,,,,,,,,,,,,
List_847,stdList,24,60.0,19.0,39.0,37.0,11.256956045152243,75.0,10.0,6.0,15.0,55.0,13.0,8.0,41.0,46.0,20.0,94.0,59.0,19.0,97.0,85.0,48.0,87.0,49.0,23.0,90.0,39.0,53.0,11.0,96.0,72.0,26.0,35.0,23.0,91.0,28.0,15.0,81.0,36.0,89.0,,,,,,,,,,,
List_848,meanList,11,96.0,17.0,2.0,56.0,-8.380838260964161,13.0,71.0,22.0,69.0,39.0,38.0,62.0,1.0,35.0,70.0,73.0,16.0,6.0,78.0,3.0,84.0,40.0,66.0,6.0,78.0,45.0,84.0,43.0,75.0,40.0,93.0,51.0,11.0,55.0,76.0,22.0,12.0,48.0,9.0,37.0,55.0,10.0,,,,,,,,
List_849,sumList,57,25.0,41.0,16.0,97.0,-20.86450637651386,68.0,3.0,38.0,88.0,11.0,28.0,9.0,10.0,88.0,56.0,67.0,51.0,78.0,61.0,34.0,37.0,24.0,67.0,13.0,76.0,100.0,62.0,56.0,64.0,64.0,65.0,61.0,77.0,21.0,,,,,,,,,,,,,,,,
List_850,stdList,74,19.0,99.0,80.0,21.0,-15.816360066115347,68.0,75.0,39.0,84.0,85.0,22.0,26.0,60.0,39.0,50.0,64.0,84.0,92.0,54.0,96.0,81.0,47.0,39.0,61.0,44.0,14.0,72.0,29.0,99.0,56.0,91.0,37.0,87.0,52.0,67.0,98.0,39.0,94.0,24.0,54.0,84.0,48.0,58.0,96.0,38.0,96.0,33.0,78.0,73.0,37.0
List_851,stdList,96,37.0,83.0,90.0,81.0,-3.851445439872202,100.0,33.0,70.0,15.0,32.0,97.0,89.0,53.0,8.0,95.0,55.0,22.0,31.0,8.0,68.0,77.0,49.0,78.0,75.0,72.0,1.0,42.0,4.0,,,,,,,,,,,,,,,,,,,,,,
List_852,sumList,75,47.0,15.0,49.0,55.0,-4.326451944084009,37.0,99.0,8.0,91.0,64.0,99.0,37.0,60.0,91.0,73.0,84.0,63.0,25.0,43.0,51.0,28.0,99.0,35.0,33.0,44.0,14.0,54.0,94.0,93.0,,,,,,,,,,,,,,,,,,,,,
List_853,sumList,28,87.0,10.0,53.0,54.0,-269.61680550488944,44.0,85.0,50.0,84.0,6.0,21.0,3.0,94.0,77.0,30.0,97.0,12.0,50.0,90.0,45.0,61.0,58.0,78.0,23.0,91.0,15.0,11.0,13.0,74.0,25.0,31.0,77.0,23.0,29.0,74.0,2.0,38.0,38.0,62.0,44.0,93.0,67.0,40.0,70.0,,,,,,
List_854,stdList,36,42.0,92.0,45.0,43.0,-186.73490035081136,9.0,99.0,84.0,59.0,67.0,34.0,60.0,42.0,74.0,65.0,2.0,50.0,29.0,21.0,77.0,6.0,5.0,19.0,87.0,18.0,13.0,58.0,77.0,43.0,56.0,35.0,77.0,75.0,50.0,,,,,,,,,,,,,,,,
