Name,Type,Threshold,Value_0,Value_1,Value_2,Value_3,Value_4,Value_5,Value_6,Value_7,Value_8,Value_9,Value_10,Value_11,Value_12,Value_13,Value_14,Value_15,Value_16,Value_17,Value_18,Value_19,Value_20,Value_21,Value_22,Value_23,Value_24,Value_25,Value_26,Value_27,Value_28,Value_29,Value_30,Value_31,Value_32,Value_33,Value_34,Value_35,Value_36,Value_37,Value_38,Value_39,Value_40,Value_41,Value_42,Value_43,Value_44,Value_45,Value_46,Value_47,Value_48,Value_49
List_459,meanList,-12.7192778,6,65,50,72,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_460,meanList,7.902211939,60,10,69,98,74,87,91,68,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_461,meanList,3162.130438,80,34,87,83,15,14,68,22,47,32,3,86,54,22,20,26,35,70,57,9,95,27,34,18,94,15,21,80,43,88,32,59,37,91,61,10,78,61,,,,,,,,,,,,
List_462,sumList,11.27067456,67,97,79,57,57,6,50,79,90,14,65,28,44,81,61,96,47,21,37,90,13,27,82,90,100,1,,,,,,,,,,,,,,,,,,,,,,,,
List_463,meanList,3.832967884,10,18,84,78,24,94,87,89,39,19,93,11,81,22,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_464,sumList,-7.875330098,65,64,58,93,17,77,5,10,33,14,34,33,63,93,74,37,7,72,28,15,8,33,53,17,34,96,91,75,98,,,,,,,,,,,,,,,,,,,,,
List_465,meanList,46.90894094,56,86,15,28,93,72,29,12,45,53,34,93,69,46,20,28,3,36,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_466,meanList,-251.0330328,90,73,23,95,78,35,77,35,79,46,43,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_467,stdList,36.46001112,68,41,36,84,63,22,41,54,53,4,47,42,57,11,89,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_468,meanList,19.12359271,53,32,55,47,52,41,41,77,78,70,31,38,70,61,96,29,73,20,90,1,70,93,74,39,60,62,31,97,74,30,42,4,53,64,35,,,,,,,,,,,,,,,
List_469,meanList,-27.87045601,72,87,42,39,40,23,63,17,72,42,25,3,8,27,42,31,28,36,78,1,29,43,74,70,25,56,14,19,94,96,32,19,78,48,5,9,10,32,38,31,37,25,7,50,68,49,55,100,55,
List_470,sumList,14.46734387,84,87,73,26,70,14,55,17,76,23,16,3,41,39,89,94,18,82,40,61,81,46,20,37,,,,,,,,,,,,,,,,,,,,,,,,,,
List_471,stdList,-13.57069422,73,47,88,100,56,29,83,47,27,37,27,30,69,9,100,48,6,52,86,100,5,41,72,35,,,,,,,,,,,,,,,,,,,,,,,,,,
List_472,sumList,-10.44893718,88,2,69,15,39,36,55,14,99,100,76,22,48,65,15,14,13,30,38,74,70,6,67,94,94,81,92,31,60,47,73,26,25,35,3,51,64,77,60,90,4,1,88,,,,,,,
List_473,meanList,49.499351,78,5,99,81,74,77,14,88,98,79,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_474,meanList,-13.40237787,70,11,8,77,22,23,3,90,89,60,30,81,98,82,59,32,86,32,11,4,2,20,5,41,53,86,,,,,,,,,,,,,,,,,,,,,,,,
List_475,stdList,1198.418806,56,93,36,5,53,46,16,76,45,93,93,24,80,94,53,88,44,40,76,4,3,36,43,57,57,69,87,84,97,57,67,40,23,47,59,5,,,,,,,,,,,,,,
List_476,meanList,21.27029595,20,94,69,53,13,71,17,89,67,72,26,21,75,56,14,84,30,90,24,57,87,54,90,71,8,95,96,,,,,,,,,,,,,,,,,,,,,,,
List_477,stdList,875.125137,45,28,47,59,85,8,81,63,76,86,47,37,2,95,86,96,41,21,26,87,36,63,41,51,90,50,72,99,31,58,38,85,54,87,49,69,75,54,23,21,,,,,,,,,,
List_478,meanList,47.09142246,82,50,19,29,49,81,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_479,meanList,133.7342357,28,21,36,12,38,18,64,94,30,86,87,95,94,7,15,25,91,80,17,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_480,stdList,19.59631754,41,41,80,16,1,96,96,57,46,85,43,54,94,55,61,68,83,80,1,62,94,60,48,57,36,14,92,72,82,36,13,100,26,56,70,29,19,67,76,8,13,,,,,,,,,
List_481,stdList,9.380876792,87,65,40,56,7,92,83,60,69,28,52,78,48,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_482,meanList,-45.39815034,31,12,63,79,42,5,48,1,30,41,74,47,55,37,69,33,44,41,67,54,61,72,64,53,10,84,73,14,69,33,18,26,62,37,90,75,95,32,75,71,97,99,80,60,86,100,8,86,,
List_483,sumList,3.433362895,31,38,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_484,meanList,-17.47117072,76,44,45,82,35,11,67,100,2,6,90,81,4,57,18,81,10,30,46,39,85,3,34,87,68,81,30,47,5,68,2,10,89,22,36,66,82,49,56,77,91,4,84,30,96,13,40,5,60,88
List_485,sumList,3742.955118,24,57,32,74,30,91,60,75,12,78,83,25,25,17,49,96,51,22,44,50,59,49,51,29,96,,,,,,,,,,,,,,,,,,,,,,,,,
List_486,sumList,377.4032489,34,92,56,78,35,23,40,91,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_487,meanList,463.6956101,58,64,71,39,79,93,34,91,72,11,67,22,75,68,38,2,42,95,74,30,26,58,59,18,59,14,13,33,62,61,87,93,87,,,,,,,,,,,,,,,,,
List_488,sumList,40.16742743,73,47,65,20,46,50,51,61,93,24,91,84,91,85,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_489,stdList,57.71297097,69,67,11,33,77,8,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_490,stdList,-1.866660393,83,80,20,69,33,3,81,43,33,89,100,12,17,38,69,1,89,1,8,13,30,30,62,20,25,10,40,95,3,73,,,,,,,,,,,,,,,,,,,,
List_491,sumList,2593.437914,12,89,89,73,31,88,47,68,88,73,96,16,67,39,3,95,47,88,65,45,57,37,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_492,sumList,-6.395382416,94,76,73,14,63,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_493,sumList,-991.7389269,12,7,73,76,67,57,12,40,76,63,59,54,86,30,21,42,25,43,30,38,41,49,6,54,33,31,38,99,13,32,48,90,27,11,33,29,66,7,84,60,99,16,25,20,34,86,,,,
List_494,stdList,-34.00939293,48,86,78,31,91,58,32,79,66,45,99,98,28,97,9,3,94,34,6,24,14,72,1,92,18,65,52,42,98,98,73,2,,,,,,,,,,,,,,,,,,
List_495,sumList,13.2336758,69,98,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_496,stdList,87.06970998,13,66,55,21,73,91,23,12,91,65,44,65,84,43,75,24,63,19,1,4,98,45,96,31,73,75,3,57,40,77,17,41,12,20,29,3,70,96,89,59,,,,,,,,,,
List_497,stdList,4252.77633,66,84,86,19,4,30,23,54,8,52,72,94,76,28,25,88,8,31,75,6,32,48,16,3,16,58,62,18,74,89,53,75,48,53,41,30,66,85,36,99,44,44,39,58,24,20,83,,,
List_498,sumList,127.7943856,33,6,90,51,75,89,12,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_499,sumList,45.5728308,91,72,78,6,53,100,16,89,46,90,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_500,stdList,63.39642977,57,61,18,31,56,8,83,15,78,95,81,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_501,sumList,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_502,meanList,24.2218259,99,8,54,25,84,39,71,76,30,73,31,78,5,89,87,11,75,57,11,32,10,12,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_503,meanList,72.6681025,23,53,11,90,18,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_504,sumList,60.0149827,85,47,56,1,93,28,41,91,67,72,92,83,41,66,40,11,70,75,68,16,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_505,meanList,3818.287312,51,39,34,77,26,57,57,24,89,60,90,90,37,59,68,33,50,6,36,21,16,4,81,35,14,75,84,50,,,,,,,,,,,,,,,,,,,,,,
List_506,meanList,-682.2894288,55,66,48,93,26,5,44,50,99,89,98,65,47,43,21,96,28,36,13,56,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_507,meanList,58.41094921,78,79,5,58,93,48,31,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_508,sumList,21.23956356,26,33,29,32,34,3,64,90,45,10,51,36,63,4,20,59,98,12,28,47,54,19,26,86,62,65,39,67,10,82,65,70,75,16,42,4,35,82,100,67,82,19,26,54,59,,,,,
List_509,sumList,59.32792905,13,29,85,66,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_510,meanList,2093.641651,45,86,34,78,70,70,94,50,95,55,100,51,60,77,94,33,55,48,81,26,56,16,44,29,7,95,48,30,22,29,81,15,72,36,19,81,1,16,,,,,,,,,,,,
List_511,stdList,65.82317315,36,40,62,68,75,37,24,27,13,53,87,69,68,73,55,50,84,44,21,69,28,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_512,meanList,-1761.089202,53,3,91,57,7,33,8,16,91,13,5,46,23,92,6,14,78,41,54,69,54,53,34,17,49,55,90,36,17,33,31,62,76,9,26,1,1,48,78,8,100,29,76,100,2,78,,,,
List_513,meanList,470.5218494,8,1,90,78,3,63,31,71,71,47,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_514,sumList,106.8848093,87,100,22,79,6,41,74,64,89,66,54,4,42,16,30,63,47,91,20,53,7,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_515,meanList,38.65317998,73,6,87,3,73,74,74,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_516,meanList,-518.2036452,65,88,22,1,68,57,9,32,63,57,22,47,81,45,44,78,41,4,31,29,84,70,77,83,4,83,17,35,93,73,8,7,30,20,,,,,,,,,,,,,,,,
List_517,stdList,312.8197018,74,94,35,70,48,13,39,86,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_518,stdList,21.10052757,100,40,92,88,27,78,55,34,78,46,79,42,16,76,19,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_519,stdList,16.77269034,42,67,90,86,36,54,72,65,62,36,56,67,10,68,40,19,10,69,83,51,96,27,8,6,90,55,100,79,55,66,28,47,91,77,39,47,57,72,9,92,,,,,,,,,,
List_520,sumList,-299.9116595,1,47,53,53,100,82,42,3,14,83,20,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_521,sumList,264.1291623,66,97,3,11,19,95,29,80,90,80,81,58,65,26,1,19,36,40,100,53,4,4,18,72,32,17,63,41,32,32,37,63,89,19,9,95,9,67,10,76,70,73,72,7,9,76,32,26,18,
List_522,sumList,0.474769326,9,99,73,54,17,48,95,37,68,58,16,59,11,13,34,28,87,29,3,38,6,72,54,9,39,33,98,37,72,13,96,50,28,50,15,,,,,,,,,,,,,,,
List_523,stdList,16.48391379,61,17,39,62,30,26,31,3,22,59,31,61,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_524,meanList,38.91576937,34,44,80,39,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_525,meanList,1034.885718,83,55,48,76,59,29,42,51,3,90,2,24,4,33,69,26,86,80,68,38,97,55,62,26,1,82,80,92,22,63,69,66,99,78,84,2,8,100,63,91,39,2,,,,,,,,
List_526,stdList,-41.8311413,38,2,51,10,26,22,73,26,87,80,19,36,87,43,52,81,93,26,30,36,69,4,11,93,100,,,,,,,,,,,,,,,,,,,,,,,,,
List_527,meanList,18.78288089,12,99,59,85,86,15,2,88,86,1,3,26,75,58,51,66,13,96,17,53,47,15,53,54,86,21,90,20,23,97,52,,,,,,,,,,,,,,,,,,,
List_528,sumList,38.28275387,42,31,57,46,60,76,47,65,93,89,38,81,53,15,21,73,5,20,13,10,65,5,60,46,90,16,74,,,,,,,,,,,,,,,,,,,,,,,
List_529,stdList,108.8716302,32,14,45,60,5,35,54,52,17,11,23,71,19,72,17,94,83,71,7,62,79,4,51,13,76,55,14,73,76,55,29,18,57,,,,,,,,,,,,,,,,,
List_530,meanList,-100.9191048,8,68,10,76,88,18,95,90,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_531,sumList,45.32789788,45,6,5,14,91,67,67,79,14,51,78,14,93,66,9,69,48,6,47,38,14,35,80,87,79,76,82,6,12,86,99,74,51,19,52,46,48,2,41,80,16,88,18,97,20,54,24,,,
List_532,sumList,21.60488119,80,6,76,8,54,17,74,5,59,75,60,81,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_533,meanList,-29.77731064,25,87,42,5,69,56,49,38,1,9,22,1,98,25,69,4,22,68,91,72,12,21,31,29,,,,,,,,,,,,,,,,,,,,,,,,,,
List_534,sumList,11.02374926,66,17,92,97,22,31,88,97,66,99,25,52,8,13,84,15,44,32,42,41,60,90,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_535,meanList,-22.31043286,78,37,70,62,13,45,15,14,17,79,53,30,96,51,3,36,3,59,81,70,99,32,68,70,52,43,30,13,93,19,28,8,35,53,33,93,36,93,,,,,,,,,,,,
List_536,sumList,35.04185856,72,91,87,31,77,50,3,45,15,95,50,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_537,meanList,39.00408122,37,74,54,92,33,25,51,59,17,100,12,92,75,61,30,36,17,72,49,45,10,8,99,70,44,100,,,,,,,,,,,,,,,,,,,,,,,,
List_538,sumList,23.56308134,19,84,83,19,90,59,50,64,96,22,66,17,56,71,99,3,86,100,3,45,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_539,stdList,13.33610168,90,34,95,67,42,44,84,11,21,71,14,10,22,84,84,86,14,21,56,2,8,83,89,64,,,,,,,,,,,,,,,,,,,,,,,,,,
List_540,sumList,-26.60465107,23,61,29,93,45,81,8,42,66,56,58,68,99,78,51,34,35,100,10,56,34,51,64,3,100,30,86,97,68,60,30,30,72,85,24,49,,,,,,,,,,,,,,
List_541,meanList,-12.79943199,21,3,28,71,87,13,41,94,11,2,56,88,45,31,39,28,1,26,53,99,42,13,17,81,28,72,57,1,37,18,21,24,16,,,,,,,,,,,,,,,,,
List_542,stdList,2853.705858,61,8,43,45,45,88,99,41,83,18,8,20,92,15,8,14,53,73,59,86,99,85,4,20,62,99,29,80,78,78,67,23,,,,,,,,,,,,,,,,,,
List_543,sumList,14.65986496,14,58,36,57,17,73,62,95,25,85,27,66,38,51,80,76,6,35,78,18,48,97,58,71,64,20,,,,,,,,,,,,,,,,,,,,,,,,
List_544,sumList,44.90743323,89,92,88,92,91,15,66,48,99,81,93,53,16,14,89,68,14,86,40,43,2,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_545,meanList,20.38773922,59,34,5,70,45,14,10,66,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_546,sumList,-74.89992554,4,39,18,19,59,46,36,1,80,53,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_547,stdList,16.18933068,24,57,33,29,69,64,46,56,23,6,21,35,46,70,16,35,74,2,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_548,stdList,2.074998576,99,76,57,15,51,24,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_549,sumList,19.45007331,1,10,67,63,87,22,32,29,52,60,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_550,stdList,97.44487634,48,84,48,73,29,66,13,71,58,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_551,meanList,0.049927039,26,99,19,78,66,80,74,64,2,91,80,28,98,41,80,47,73,96,40,4,33,83,8,17,48,70,29,44,33,89,21,13,6,78,85,92,90,8,56,91,,,,,,,,,,
List_552,stdList,38.28863745,18,32,78,95,89,42,20,18,12,97,32,64,64,98,97,58,4,97,77,3,46,60,42,16,38,16,37,25,13,27,20,73,64,4,,,,,,,,,,,,,,,,
List_553,meanList,-44.47551816,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_554,meanList,9.715621103,70,8,81,71,59,28,28,12,10,19,3,90,28,17,67,82,51,16,68,100,31,60,59,74,96,26,55,73,67,24,26,43,1,87,77,78,76,93,16,68,17,92,56,44,,,,,,
List_555,sumList,5.702928058,1,19,48,17,65,13,96,6,51,77,88,62,50,37,47,18,19,18,94,41,43,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_556,sumList,10.31623144,16,59,84,51,30,33,5,51,89,3,76,15,92,45,63,72,6,75,49,50,20,42,31,77,50,95,86,47,10,39,,,,,,,,,,,,,,,,,,,,
List_557,stdList,8.943603102,41,1,64,95,82,14,21,61,57,99,81,45,38,52,9,19,41,85,63,97,70,54,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,
List_558,sumList,238.2982431,21,57,96,97,7,76,57,62,52,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_559,sumList,-29.57311928,45,52,33,98,14,95,13,5,66,25,91,63,50,13,73,70,59,10,3,27,81,77,91,23,2,9,2,2,46,74,73,69,26,71,62,90,63,42,18,49,12,67,28,23,12,22,37,36,,
List_560,stdList,-568.5819987,20,8,26,87,62,13,4,53,58,12,84,65,76,1,93,58,3,44,47,55,3,91,88,6,86,25,15,24,77,9,5,56,38,54,30,19,39,60,57,,,,,,,,,,,
List_561,sumList,51.1650894,49,95,6,22,69,11,57,24,7,78,49,35,4,34,74,86,37,79,11,80,29,75,4,71,58,13,43,64,56,99,45,11,76,78,96,67,48,27,29,18,9,28,76,33,69,57,54,30,,
List_562,meanList,12.87009539,30,50,83,71,36,70,24,63,18,20,58,65,56,13,34,93,21,13,38,22,64,59,64,78,,,,,,,,,,,,,,,,,,,,,,,,,,
List_563,stdList,29.15669889,89,17,62,26,34,84,76,87,8,79,68,62,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_564,sumList,828.2400651,7,91,84,2,92,13,19,93,67,61,80,97,78,30,51,37,21,79,48,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_565,meanList,-2.397348024,8,14,76,43,64,70,88,54,1,72,69,59,52,67,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_566,meanList,25.01829937,48,66,77,55,40,55,25,59,85,45,18,7,99,18,48,57,39,80,51,16,65,38,62,14,22,98,75,13,12,91,83,97,61,64,87,55,67,40,18,28,,,,,,,,,,
List_567,stdList,-199.3461791,80,38,28,4,32,71,36,66,64,88,72,19,77,10,18,72,94,64,86,68,13,3,18,6,46,92,74,2,23,26,29,8,90,55,28,92,78,76,6,27,16,6,41,74,,,,,,
List_568,sumList,-31.70609139,48,55,92,75,14,92,55,2,91,24,72,76,99,69,51,47,61,20,17,95,1,15,31,66,75,99,73,58,95,72,19,15,26,32,75,80,78,18,59,12,73,30,77,70,68,17,,,,
List_569,stdList,-104.6037553,78,97,94,82,12,15,7,21,11,57,18,62,19,44,52,52,78,64,53,22,18,96,91,48,26,90,66,44,41,16,27,99,86,,,,,,,,,,,,,,,,,
List_570,sumList,-12.73197507,4,8,34,99,6,16,8,74,51,24,46,71,13,99,77,90,45,57,79,77,80,27,71,56,57,79,49,6,95,6,31,20,,,,,,,,,,,,,,,,,,
List_571,sumList,614.8921335,45,14,61,60,27,78,3,19,25,40,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_572,stdList,65.63217283,37,57,47,67,38,6,39,73,22,79,29,100,87,42,31,64,14,70,62,26,45,38,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_573,stdList,-5.499475094,44,35,82,32,75,46,94,32,63,79,31,83,25,79,21,13,1,62,78,38,22,31,73,71,56,13,32,48,65,16,,,,,,,,,,,,,,,,,,,,
List_574,stdList,-31.79219511,7,59,84,58,92,36,95,60,16,43,77,14,26,60,79,96,51,16,66,35,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_575,meanList,-38.35564643,2,90,24,76,27,14,10,3,95,93,4,17,12,36,4,89,93,35,67,50,39,86,23,39,19,73,47,38,12,20,36,77,3,11,60,24,16,29,,,,,,,,,,,,
List_576,stdList,-49.9468242,51,48,40,15,58,52,56,50,34,33,6,89,71,33,16,50,77,4,31,16,32,15,35,49,20,36,37,23,80,85,100,54,3,40,97,,,,,,,,,,,,,,,
List_577,sumList,25.48786377,59,88,70,6,76,19,63,34,55,46,95,72,5,96,70,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_578,meanList,111.5801648,27,7,12,52,10,15,76,25,85,88,81,30,66,95,100,76,15,9,41,50,51,77,10,14,20,100,58,59,73,,,,,,,,,,,,,,,,,,,,,
List_579,stdList,18.5831567,11,17,1,99,28,50,84,80,38,77,13,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_580,meanList,29.34935108,90,52,25,9,36,51,79,9,47,25,97,22,21,29,22,18,54,28,61,59,96,96,72,44,14,100,16,43,34,50,92,37,4,43,10,36,79,48,26,96,88,34,8,55,18,90,3,52,55,
List_581,meanList,-5.087274734,93,31,74,16,83,93,96,95,16,73,3,52,3,69,97,6,21,6,83,28,61,38,34,62,28,77,29,41,66,50,8,45,67,59,,,,,,,,,,,,,,,,
List_582,sumList,93.66204219,38,33,65,23,100,20,18,92,11,79,78,93,37,28,25,85,5,76,90,59,21,48,88,57,49,56,3,11,24,48,99,52,34,41,37,6,87,18,8,98,14,95,20,27,1,50,76,91,,
List_583,meanList,49.77437116,91,42,38,54,68,57,46,84,9,11,45,58,11,95,12,99,4,24,57,88,98,8,53,35,48,55,33,34,70,11,20,25,70,89,67,16,80,21,29,53,6,59,1,96,86,84,39,,,
List_584,stdList,-174.5276595,36,25,3,2,9,84,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_585,sumList,11.86782932,14,4,64,6,10,18,48,95,93,84,8,92,33,63,85,1,67,84,81,37,66,29,96,70,61,24,42,,,,,,,,,,,,,,,,,,,,,,,
List_586,sumList,-62.21816396,93,85,68,69,54,65,19,77,6,1,94,89,92,74,77,50,82,38,38,78,40,40,31,48,99,,,,,,,,,,,,,,,,,,,,,,,,,
List_587,sumList,-20.97535185,24,62,17,65,8,19,30,68,95,60,91,61,45,38,49,25,39,94,82,29,74,11,79,87,17,81,75,16,5,88,6,21,6,77,34,22,99,88,28,,,,,,,,,,,
List_588,meanList,3597.842299,16,75,11,48,94,79,95,55,96,62,53,10,1,94,58,29,12,69,44,77,77,100,31,48,70,86,22,21,43,21,79,57,50,94,75,19,86,46,72,,,,,,,,,,,
List_589,stdList,-321.9101497,99,29,68,37,8,66,72,68,59,75,35,56,70,60,87,28,42,51,33,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_590,sumList,9.403605687,3,81,5,50,35,25,73,86,53,57,89,6,25,93,15,98,90,58,100,21,36,36,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_591,meanList,4459.552661,90,58,95,62,5,36,39,74,13,47,91,55,73,97,81,36,87,5,48,92,44,78,65,85,45,51,20,62,20,6,91,83,9,11,,,,,,,,,,,,,,,,
List_592,meanList,-14.76807361,25,75,91,18,35,71,36,51,25,44,41,48,27,75,83,50,97,86,51,41,8,46,57,62,49,96,27,14,44,67,27,51,48,31,90,4,46,28,19,94,,,,,,,,,,
List_593,sumList,-25.46890082,61,16,28,9,9,55,6,26,35,97,46,69,26,38,75,36,3,98,73,24,97,38,71,76,10,46,21,1,80,15,55,76,44,92,24,25,60,68,53,39,50,62,18,95,62,8,18,37,67,
List_594,meanList,-2.902268971,89,76,60,40,25,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_595,sumList,9.961770471,28,12,20,9,8,64,11,23,91,38,34,32,2,78,89,34,50,80,40,70,37,88,64,100,3,55,62,70,54,31,56,52,61,85,53,1,95,99,69,5,42,83,62,69,33,,,,,
List_596,stdList,702.4451541,6,68,86,10,60,14,68,68,4,28,11,53,57,10,21,90,81,56,73,25,77,20,44,72,51,15,12,14,39,86,15,80,,,,,,,,,,,,,,,,,,
List_597,meanList,-38.8924155,45,48,23,54,89,78,44,74,99,5,5,54,58,70,38,77,21,63,63,90,99,60,59,76,69,12,95,85,3,,,,,,,,,,,,,,,,,,,,,
List_598,stdList,48.81551001,70,36,47,21,10,100,25,33,19,38,34,99,15,80,12,94,59,30,49,86,58,95,9,4,24,82,39,59,89,20,39,50,19,94,98,67,82,66,1,75,52,20,68,14,73,70,91,34,,
List_599,sumList,37.26995644,95,37,8,47,55,30,33,25,29,95,34,58,45,4,60,81,76,27,51,8,38,8,68,68,76,99,28,73,20,32,17,54,56,87,57,17,30,4,,,,,,,,,,,,
List_600,meanList,53.986301,67,55,79,8,96,2,57,62,72,23,42,81,64,2,20,55,6,66,70,94,11,87,84,35,84,56,6,100,94,57,59,28,75,48,27,34,,,,,,,,,,,,,,
List_601,sumList,41.91014655,68,12,75,2,69,99,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_602,sumList,-44.96945075,61,49,25,73,18,47,73,74,1,21,25,36,37,16,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_603,stdList,-41.67124882,89,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_604,sumList,913.6949558,59,20,93,60,23,3,24,36,71,15,3,93,5,41,38,41,77,95,34,94,100,36,63,47,39,93,45,3,,,,,,,,,,,,,,,,,,,,,,
List_605,sumList,-18.43240607,89,82,55,11,69,13,92,63,18,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_606,sumList,117.6291344,19,82,3,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_607,meanList,1347.452879,25,30,29,49,69,33,1,59,25,57,48,98,32,68,50,35,90,19,17,8,43,100,64,55,,,,,,,,,,,,,,,,,,,,,,,,,,
List_608,stdList,2385.041111,86,98,94,50,87,44,86,56,16,14,50,96,53,44,88,64,15,63,85,19,53,49,77,30,8,9,11,58,70,87,,,,,,,,,,,,,,,,,,,,
List_609,stdList,-17.40459906,30,18,15,3,21,93,4,43,86,74,29,64,51,81,67,35,33,49,91,57,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_610,sumList,47.04574674,4,41,47,97,91,18,68,22,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
List_611,stdList,1546.992605,36,11,97,64,29,3,42,51,78,70,100,89,17,76,29,46,75,85,9,24,14,21,60,84,45,96,11,59,85,35,71,97,39,98,91,57,95,73,64,,,,,,,,,,,
